PU,Species,Genus,NRRL,CBS,Other,Hittinger,Cellobiose,Citrate,D-Glucosamine,Fructose,Galactose,Glycerol,L-Arabinose,L-Sorbose,Lactose,Maltose,Mannose,myo-Inositol,Rhamnose,Xylose,Raffinose,Sucrose,DL-Lactate
37926,Candida alai,Candida,NRRL Y-27739, CBS 9899,NA,NA,0.707537787,0.269153608,0,0.313555023,0.496001554,0,0,0,0,0.840323236,0.634288059,0,0.310825577,0.427410359,0,0.577215899,0
37927,Candida apicola ,Candida,NRRL Y-2481, CBS 2868,NCYC 3753,NA,NA,NA,NA,0,NA,0.256058238,NA,1.141458512,0.901216119,NA,NA,NA,NA,NA,0.603588503,1.085661657,0
37928,Candida argentea,Candida,NA, CBS 12358 ,JCM 15448,NA,0,0.087773317,0,0.267523543,0.202642895,0.153924139,0,0.126588555,0,0.226100553,0.265089315,0,0.040269573,0.00357036,0,0,0
37929,Candida auris,Candida,NA, CBS 10913 ,NA,NA,0.555788553,NA,NA,0,NA,NA,NA,NA,NA,0.937295059,1.035599465,NA,NA,NA,0.652205788,1.004973377,0
38062,Candida wangnamkhiaoensis,Candida,NA,NA, DQ404462,NA,0,0.16448972,0,0.313011329,0.298698059,0.209690235,0.052952401,0,0,0.453314536,0.7731703,0,0.067433765,0.156910963,0.016107425,0.115931607,0.090641372
38063,Candida xylanilytica,Candida,NA,NA, AB523752,NA,0,0,0,0.792785808,0,0,0,0,0,0.551461083,0.906781022,0,0.250130953,0.317656006,0,0.592629949,0
38074,Candida vaughaniae,Candida,NA,NA, HQ283381,NA,0,0.228668487,0,0.354998096,0.832120837,0.477481728,0,0,0,0.454233626,0.424958413,0,0.101005723,0.290844067,0,0.510473175,0
38075,Candida ulmi ,Candida,NA, CBS 8670 ,NA,NA,0.270874949,0.266966944,0,0.318096334,0,0.459306223,0,0,0,0.287379681,1.141778224,0.175604339,0.191821658,0.27928497,0,0.264873793,0
38076,Candida tumulicola,Candida,NA,NA,"  AB365463, AF017249",NA,0.756816085,0.138845611,0,0.565441189,0.832095724,0.435168369,0.312214646,0,0,0,0.446687622,0,0.039740938,0.377356364,0,0,NA
38077,Candida thaimueangensis ,Candida,NA,NA, AB264009,NA,0,0,0,1.356720842,0,0,0,0,0,0,1.680519682,0,0.287025272,0.322740042,0,0.98748484,0
38078,Candida taoyuanica,Candida,NA,CBS 12242 , FJ527145,NA,0.165919371,0,0.083045399,0.222168239,0,0.346778785,0,0,0,0.231335754,0.666450247,0,0.020924708,0.309192483,0,0.108487994,0
38079,Candida tanticharoeniae,Candida,NA,CBS 11574 ,NA,NA,0,0,0,0,0.554526198,0,0,0,0,0,1.581061301,0,0,NA,0,0,NA
38080,Candida tallmaniae,Candida,NA,CBS 8575 , HQ283385,NA,1.286386229,0.390071443,0,0.736870568,0.866493264,0,0.171909224,0.825512138,0,0.798124552,1.252761259,NA,0.011178272,1.243449909,0,0.402668505,0
38081,Candida takata,Candida,NA,CBS 12244 , FJ527238,NA,0.720413806,0,0,0.898509517,0,1.330718087,0,0,0,0.188834175,0.959764088,0,0.085861235,0.16225108,0,0.40441798,0
38082,Candida suecica,Candida,NRRL Y-12943, CBS 5724 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38083,Candida subhashii,Candida,NA, CBS 10753 ,NA,NA,0.230199475,0.247439664,0.246557387,0.594532448,0.653312537,0,0.208278485,0,0,0.789605487,0.614572699,0,0.171525823,0.272232931,0.102199344,0.423997835,0
38084,Candida stauntonica,Candida,NA,CBS 12241 , FJ527095,NA,0.202803922,0,0,0.555744384,0,0.280534871,0,0,0,0.274730037,0.946066141,0,0.026463541,0.22715818,0,0.224707282,0
38085,Candida sp. ,Candida,NRRL YB-3031,NA,NA,NA,0.148897826,0.118188019,0,0.416237691,NA,0.308259391,0,0,0,0.255131224,0.365581248,0.107732385,0.124277474,0.242963456,0,0.112847053,0
38086,Candida palmyrensis,Candida,NA,CBS 11546 , FJ381704,NA,0,0.087519152,0.029191405,0,1.028116397,0.383650112,NA,NA,0,0,0.758647531,0,0,0.026594591,0,0.074845725,0
38087,Candida phayaonensis,Candida,NA,NA, AB557865,NA,0,0,0,0.887947866,0,0,0,0,0,0,0.806710514,0,0.081766388,0.148345394,0,0.3591273,0.285659833
38088,Candida potachaoreniae ,Candida,NA,NA, AB537437,NA,0,0,0,0.510039896,0,0.31658775,0,NA,0,0,0.568707503,0,0.008537047,NA,0.160802412,0.467517802,0
38089,Candida pseudoaaseri,Candida,NA,CBS 11170 , JN241689,NA,1.22193522,0,0,0.439397867,1.092120568,0.741798733,0.278611816,0,0,1.180977043,0.978485417,0,0.676355924,0.485414412,0,0.694562363,0
38090,Candida pseudocylindracea,Candida,NA,CBS 10854, U71063,NA,0.076500683,0.386615748,0,0.59066251,0.640381918,0.788785433,0,0.313401759,0,0,1.027791872,0,0.013466977,0.02921024,0,0,0.402534625
38091,Candida pseudolambica ,Candida,NRRL Y-17318, CBS 2063 , U45800,NA,0,0,0.171398977,0.62420215,0,0.226629274,0,0,0,0,0.470451885,0,0.066254806,0.131878982,0,0.610685967,0.042149682
38093,Candida rishiriensis,Candida,NA,NA, AB462338,NA,0,0,0,0.268765119,0,0,0.255929485,0,0,0,0.384159091,0,0.042684224,0,0,0,NA
38094,Candida sirachaensis,Candida,NA,NA, AB617909 ,NA,0,0,0,0.279974839,0,NA,0,0.230769005,0,0.318566579,0.356937098,0,0.099342615,0.003888097,0,0.189551982,0
38096,Candida sorbophila ,Candida,NRRL Y-7921, CBS 6739 ,NA,NA,0,0,0,1.225512227,0.50399436,0,0,0,0,0,1.292078191,0,0.367507278,0.350038158,0,0,0
38097,Candida sp. ,Candida,NRRL Y-27166, CBS 7090,NA,NA,0,0,0,0.457079235,0.689428774,0,0.27492997,0,0,0,0.995138402,0,0.180771379,0.237566263,0,0,0
38098,Candida oceani,Candida,NA,CBS 11857 , GU002284,NA,0.695146965,0.594494508,NA,0.932211673,0.81546562,0.667677772,0,0,0,0.453273354,0.853441241,0,0.172438785,0.488557733,0.167069583,0.353358952,0
38099,Candida nonsorbophila,Candida,NA,CBS 10862 , AB334209,NA,0.157387773,0.20066577,0,0.594311416,0.438228493,0.247455745,0,0,0,0.438284214,0.679837685,NA,0.054939821,0.341150268,0,0.66387694,0
38100,Candida musiphila,Candida,NA,CBS 10697, EU284104,NA,0,0,0,0.500858389,0.140190805,0.128902329,NA,0.208933797,NA,0,0.306675144,0,0.003700554,0.000880434,0.055810037,0.315147947,NA
38101,Candida mucifera,Candida,NA,CBS 7409 , AB041006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38102,Candida mengyuniae,Candida,NA,CBS 10845, EU043158,NA,0,0.139919514,0,0.432078267,0,0.190760899,0,0,0,0,0.168598308,0,0.115454103,0,0.453502586,0.636489075,0.064241702
38103,Candida melibiosica,Candida,NRRL Y-17076, CBS 5814 ,NA,NA,0.085409739,0.155699456,0,0.448163924,0.274802217,0,0,0,0,0.618265292,0,NA,0.063638497,0.116839113,0.339063686,0.524728853,0
38104,Candida mattranensis,Candida,NA,CBS 12097 , AB604652,NA,1.084745193,0.367432533,0,0.507774704,0,0.290791935,0,0,0,0,0.796856263,0,0.137598242,0.096454034,0,0,0
38105,Candida maesa,Candida,NA,CBS 12240 ,NA,NA,0.631929549,0.259048188,0.174275803,0.295650401,0,0.97263358,0,0,0,0.806860424,0.372017467,0,0.566447832,0.374213456,0,0.519254118,0
38106,Candida lignosa,Candida,NRRL Y-12856 ,NA,NA,NA,0.594055156,0.218310781,0,0.597269434,0.559213356,0,0,0,0,0.946663986,0.76343538,0,0.286105118,0.558982976,0,0.250111783,0
38107,Candida khaoyaiensis,Candida,NA,NA," U45772, NBRC 104213 ",NA,0,0,0,0.960960533,0,0.766259617,0,0,0,0,0.740455816,0,0.177868546,NA,0,0,0
38108,Candida khao-thaluensis,Candida,NA,CBS 8535 ,NA,NA,0.586291026,0.312053225,0,0.619237583,0.883255135,0,0,0,0,0.419504808,0.830703874,0,0.517214853,0,0,0.397834372,0
38109,Candida kaohsiungensis,Candida,NA,CBS 11435 ,NA,NA,0.856430898,0.301639379,0,0.458955583,0,0,0,0,0,0.365857228,0,0,0,0,0,0.776679761,0
38113,Candida adriatica,Candida,NA,CBS 12504 , AJ549821,NA,0.202204546,0.342076914,NA,0,0,0.687102143,0,0,0,0.282789698,0,0,0.189322693,0.345886572,0,0.338210757,0
38114,Candida anutae,Candida,NRRL Y-27374,NA,NA,NA,0,0.235173098,NA,0.195874549,0,0.392531977,0,0,NA,0,0.563834108,0,0.007155995,0.016385871,0,0,0
38115,Candida aurita,Candida,NA,CBS 9724 ,NA,NA,0,0,0.48689096,0.660919854,0.519650779,0,0,0,0,0,0.7006634,0,0.233034016,0.348161306,0,0,0
38116,Candida azymoides,Candida,NA,CBS 10508,NA,NA,0,0.245835894,NA,1.892563089,1.02435024,0.890274074,0,1.610830946,NA,1.203775066,1.067136978,NA,NA,0.539458992,0,0.247967626,0
38118,Candida cabralensis,Candida,NA,CBS 11679 ,NA,NA,0,0,0,0,0,0,0,0,0,0,0.891959349,0,0.257329366,0.504003362,0.077470928,0.206584684,0.159126676
38119,Candida coquimbonensis,Candida,NA,CBS 12348 , U44812,NA,0,0,0,0.991558941,0,1.098368133,0,0,0,0,0.779078516,0,0.285959407,0.066377936,0,0,NA
38120,Candida haemulonii,Candida,NRRL Y-6693,NA,NA,NA,0,0.296554421,0.178888152,0.593021511,0.171082537,0,0,0,0,0.429301047,0.508117889,0,0.085906249,0.096907999,0,1.119445251,0
38121,Candida hungchunana,Candida,NA,CBS 12243 ,NA,NA,0.501099703,0.314191541,0,0.800032814,0,0.638363039,0,0,0,0,0.962570552,0,0.135231,0.44241358,0,0.283744531,0
38347,Candida yuanshanica,Candida,NA, CBS 10589,U73571,NA,0.358114567,0.163905426,0,0.342284708,0,0.234493361,0.350293855,0,0,0.365937454,0.50459295,0,0.157944014,0.428863918,0,0.266622057,0
38348,Candida vitiphila,Candida,NA, CBS 12672 ,NA,NA,0,0.311823931,0,0.597505065,0.236065091,0,0,0,0,0.306765201,0,0,0.135019872,0.278059801,0,0.248860866,0
38349,Candida viswanathii,Candida,NRRL Y-6660, CBS 4024,AB736147,NA,0,0.235995034,0,0.345852233,0.411445948,0.078145706,0,NA,0,0.656174724,0.309188538,0,0.029740786,0.467698176,0,0.428436565,0
38350,Candida sanyaensis,Candida,NA, CBS 12637,EF460607,NA,0.095513408,0.131341588,0,0.260691099,0.336675402,0,0,0,0,0.589945179,0.747295156,0,0.054500501,0.20876989,0,0.870002707,0.105271189
38351,Candida sanyiensis,Candida,NA, CBS 10592 ,AF397405,NA,0.261605041,0,0,0.550326085,0,0.39436432,0,0,0,0,0.707063992,0,0.014276133,0.879449986,0,0.441171482,0
38352,Candida sergipensis ,Candida,NA, CBS 9567,FJ873476,NA,0,0.136520013,0,0.265426906,0.117262335,0.168800744,0,0.246889333,NA,0,0.290865497,0,0.048370323,0.004625313,0.447769484,1.079917846,0
38353,Candida smagusa,Candida,NA, CBS 11430 ,GU810536,NA,0.346569418,0.745766206,0,1.427396694,0,0.462875204,0,0,0,0.931630761,0.85560912,0,0.002407684,0.023811934,0,1.080746241,0
38354,Candida succicola,Candida,NA, CBS 11726,AB500863,NA,0,0.133688254,0,0.379394207,0,0,0,0.198439129,0,0.62462605,0.330793207,0,0.030163963,0.256653384,0,0.683879457,0
38355,Candida suratensis,Candida,NA, CBS 10928,AY228491,NA,1.306988798,0.4335214,NA,0.772800949,0.469962314,0.352080256,0,0.348239818,0,0.592166133,0.784881696,0,0.145475982,0.893778126,0.134654768,0.775236709,0
38356,Candida thailandica,Candida,NA, CBS 10610 ,HM461739,NA,0.631194794,NA,0,0.643495411,0.592992956,0,0,0,0.316750257,0.401117758,0.645855767,0,0.08261219,0.26738611,0,0.459717244,0
38357,Candida theae,Candida,NA, CBS 12239,AF251553,NA,0,0,0,0.22126484,0.239199079,0,0,0,0,0.172209698,0.211036913,NA,0.01037048,0.065550641,0,0.228740239,0
38359,Candida touchengensis,Candida,NA, CBS 10585,JX515981,NA,0,0.123514577,0,0.2842292,0.142198842,0.169253188,0.039986497,0.180207372,0,0.205985428,0.202498937,0,0.024180763,0.121954593,0,0.177665493,0
38360,Candida verbasci,Candida,NA, CBS 12699,DQ438242,NA,0,0,0,0.408129323,0.326015609,0.413346273,0,0,0,0.269108453,0.439762579,0,0.124884869,0.235190472,0,0.244002611,NA
38362,Candida sakaeoensis,Candida,NA, CBS 12318,JQ647914,NA,0,0.143547242,0.087908847,0.482494356,0.670517327,0,NA,0.237491339,0,0,0.668895527,NA,0.008764927,0.002187531,0,0,0
38364,Candida qinlingensis,Candida,NA, CBS 9768 ,NA,NA,0.199066793,0.244242193,0,0.314669476,0.344709971,0.466504484,0.102689774,0.149810277,0,0.344902859,1.198059884,0,0.034083746,0.368365325,0,0.304436866,0
38365,Candida qingdaonensis,Candida,NA, CBS 11390,AY450916,NA,0.796450132,0,0,1.024060742,0.931684809,0,0,0.478956714,0,0.688863751,0.933394056,0.636517984,0.209844482,1.171030307,0.718772949,0.513897156,0.466496993
38367,Candida pseudojiufengensis,Candida,NA, CBS 10847,NA,NA,0,0.467257702,NA,0.823538018,0.523441604,0.580287949,0,0.403290551,0,0.83405364,0.725905701,0,0.243203768,0,0,0.414555881,0
38368,Candida pseudoflosculorum,Candida,NA, CBS 8584,EU402937,NA,0.096338835,0.066327587,0.106435724,0.417366065,0,0.065002137,0,0,0,0.462209344,0.23045992,NA,0.027972674,0,0.073944188,0.875584546,0
38369,Candida prachuapensis,Candida,NA, CBS 11024,HM156536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38370,Candida phyllophila,Candida,NA, CBS 12671 ,AB439258,NA,0,0.196784172,0,0.595259457,0.540709512,0.20604854,0,0.296021108,0,0.690851939,0.469682645,0,0.054781964,0,0,0.285926879,0
38371,Candida oxycetoniae,Candida,NA, CBS 10844,AB736145,NA,0.143277433,0.169041124,0.173992444,0,0.37168271,0.145229175,0.086398178,NA,0.29066718,0.357740356,0.253232275,0.007369636,0.052626408,0.203976859,0.103814993,0.751662337,0
38372,Candida oleophila,Candida,NRRL Y-2317, CBS 2219,EU402933,NA,0.10426548,0,0,0.376441177,0.140384003,0,0,0.179045043,0,0.260170173,0.989933622,0,0,0,0.257967805,1.069847189,0
38373,Candida nongkhaiensis,Candida,NA, CBS 11724,U45793,NA,0,0.095685454,0,0.501160887,0.119078507,0,0,0.2698058,0,0.458741571,0.656678449,0,0.084364904,0.249451133,0,0.865335218,0
38374,Candida jiufengensis,Candida,NA, CBS 10846,AB158648,NA,0,0,0,0.76385217,0,0,0,0,0,0.517018289,0.434762866,0,0.033278718,NA,0,0.644399292,0
38375,Candida khmerensis,Candida,NA, CBS 9784,NA,NA,0.4401738,0.2611333,0,0.511002461,0.54423834,0.464648903,0,0,0,1.182186972,0.669684445,0,0.552360012,0.233257589,0.453115541,1.202788785,0
38376,Candida konsanensis,Candida,NA, CBS 12666 ,FJ613528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38377,Candida kutaonensis,Candida,NA, CBS 11388 ,NA,NA,0.266250185,NA,0,0.486607066,0,0,0,0,0,1.02714274,0.944931781,0,0.055938262,0.127769623,1.239951418,1.55840453,0
38378,Candida laemsonensis,Candida,NA, CBS 11419,EF653949,NA,0.157124833,0.045898868,NA,0.247690548,0,0.164357853,0,0,0,0,0.229570026,NA,0.041882585,0.052980108,0,0.409876094,0.844374976
38379,Candida lidongshanica,Candida,NA, CBS 11426 ,AB602835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38380,Candida loeiensis,Candida,NA, CBS 11899 ,HQ651971,NA,0,0,NA,0,0.88716864,0,0,0,0,0.415370873,0,NA,0.030393247,0,1.032835051,0.321888079,0
38381,Candida manassasensis,Candida,NA, CBS 12534,FJ768917,NA,0,0,0.27236479,1.496175042,0.807160478,0.631881818,0,0,0,1.181442961,0.998921902,0,0.09721244,0.040996939,0,1.33926558,0.292431575
38382,Candida mesorugosa,Candida,NA, CBS 12656 ,FN428871,NA,0,0,0,0,1.386723461,0,0,0,0,0,1.270324956,0,0,0.494286688,0,0,NA
38383,Candida middelhoveniana,Candida,NA, CBS 12306 ,JN688665,NA,0,0.110847723,0,0.273585312,0.197483052,0,0,0.134331344,0,0.254307439,0.331882553,0,0.037647974,0,0.161420495,0.795241641,0
38384,Candida molendinolei,Candida,NA, CBS 12508,NA,NA,0.239942766,0.376873809,0.279521828,0.719040624,0,0.382270321,0.225570874,NA,0,0.139986898,1.222479266,0,0.165040841,0.266025952,0,0,0
38385,Candida namnaoensis,Candida,NA, CBS 12175,DQ404454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38386,Candida jianshihensis,Candida,NA, CBS 10591,EU402935,NA,1.72198148,0.14912082,0,0.65360847,0,1.619575717,0,0,0,0,0.287547902,0,0.035958215,0,0,0.418250592,0
38387,Candida inulinophila ,Candida,NA, CBS 11725 ,NA,NA,0,0.198783062,0,0.39066191,0.494407149,0.369684997,0,0.288328273,0,0.385916397,1.026360481,0,0.079089954,NA,0.179379611,0.527192487,0
38388,Candida inconspicua ,Candida,NRRL Y-2029, CBS 180,AB550104,NA,0,0.453587894,0.538193695,0.981307117,0,0.385854268,0,0,0,0,1.030948516,NA,0.243942123,0.35534536,0,0,0.476392508
38389,Candida ficus,Candida,NA, CBS 12638,U71062,NA,0,0.502198754,0,1.325698783,0,0.69498143,0,0,0,0,0.990314124,0,0.095603986,0.042857101,0,0,0
38390,Candida ezoensis,Candida,NA, CBS 11753 ,JQ713956,NA,0,0.150658297,0.054651313,0.375935519,0,0,0,0.199515888,0,0.401214448,0.387495864,0,0.027660256,0.282216077,0.229457234,0.821801681,0
38391,Candida eppingiae,Candida,NA, CBS 8586,AB462347,NA,0.451390358,0.272621294,0.079964231,0.388630876,0,0.215496555,0,0.405959734,0,0.366293679,0.755395288,NA,0.086939066,0.443168962,0,0.45268126,0
38392,Candida ecuadorensis,Candida,NA, CBS 12653,HM156541,NA,0.389579689,0.308732892,0.064855375,0.616342896,0.295384026,0,0,0,0,0.350097216,0.468891482,0,0.270300639,0.481266719,0.098389417,0.303854068,0
38393,Candida diospyri,Candida,NA, CBS 9769,FR839617,NA,0.494422974,0.130893856,0,0.397833743,0.703333274,0.474627534,0.225404864,0,0,0.505683481,0.397544668,0,0.21022442,0.325474093,0,0.325065509,0
38395,Candida danieliae,Candida,NA, CBS 8533 ,AJ310447,NA,0.310479928,0,0,0.622577285,0,0,0,0.124408956,0,0.629796603,0,0,0.021226612,0.66085795,0,0.735534197,0
38396,Candida dajiaensis,Candida,NA, CBS 10590,HM156539,NA,0.152647142,0.064722481,0,0.308548685,0,0.248606462,0.067775768,NA,0,0.186412366,0.260863753,0,0.021712349,0.28492589,0.084036743,0.188577834,0.191530734
38397,Candida chanthaburiensis,Candida,NA, CBS 10926,NA,NA,0,0.225291242,0,0.902888908,0,0,0,0,0,0,1.208182725,0,0.727444576,0,0.120613695,0.706630475,0
38400,Candida alishanica ,Candida,NA, CBS 11429 ,AB041003,NA,0.133241242,0,0,0.402812827,0.153085985,0.133626974,0,0,0,0.213549494,1.006688579,0,0.048644013,0.045246434,0,0.066413482,0
38401,Candida allociferrii,Candida,NA, CBS 5166 ,AB334210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38402,Candida andamanensis,Candida,NA, CBS 10859,EU876854,NA,0.587758936,NA,0,0.928380898,0.795215234,0.459997071,0.51895763,0.391947184,0,0.600386096,0.95288334,0,0.227581839,0.446414946,0,0.253432789,0
38403,Candida awuaii,Candida,NA, CBS 11011,DQ400373,NA,0.070479797,0.719728496,0,0.662953502,0,0.322553302,0,0,0,0.361990745,0.757788428,0,0.0314042,0.013084259,0,0.122600049,0.192689936
38404,Candida bambusicola,Candida,NA, CBS 11723,HM588005,NA,0,0.149264842,0,0.205867504,0.174666702,0.075550081,0,0.302578794,0,0.463909788,0.884051426,0,0.0252066,0.499949113,0,0.620185262,0
38405,Candida baotianensis,Candida,NA, CBS 11898 ,DQ400372,NA,0.267560423,0.334771987,0.1933876,0.636797528,0.350987824,0.403444193,0,0.236315517,0,0.495551582,0.575217526,0,0.179731578,0.254224194,0,0.283143444,0
38406,Candida berkhoutiae,Candida,NA, CBS 11722 ,EU402939,NA,0,0.105858092,0.043148386,0.350811538,0.189623174,0,0,0.213420031,0,0.417009187,0.379850968,0,0.015093106,0.015920479,0.278828484,0.740686657,0
38407,Candida blackwelliae,Candida,NA, CBS 10843,JQ001938,NA,0.552553164,0.319032917,0.224082152,0.643802547,0.865089646,0,0,0,0,0.813159645,0.794594072,0,0.224800443,0.446644934,0,0.390779349,0
38408,Candida borneonana,Candida,NA, CBS 12507,HQ651969,NA,0,0,0.075602205,0.362094685,NA,0,0,NA,0,0.139100928,0.330978368,0,0.069894622,0.120412085,0,0,0
38409,Candida broadrunensis,Candida,NA, CBS 11838,AB500861,NA,0.5291248,0.235907235,0,0,0.43249303,0,0,0,0,0.625696438,0.305290543,0,0.211035022,0.327851759,0,0.501755249,0
40776,Candida sphagnicola,Candida,NA, CBS 11774 ,NA,NA,0,0,0,1.002962511,0.803105843,0.662583081,0,0,0,0.657955458,1.207458609,0,0.072499288,0.082135314,0,0,0
40918,Candida insectamans,Candida,NRRL Y-7786, CBS 6033,NA,NA,0.816202912,NA,NA,0,NA,NA,NA,NA,NA,0.431965683,1.051397341,NA,0.538503433,0.279917291,0.259342732,0.907897808,0
40919,Candida konsanensis,Candida,NRRL Y-63889, CBS 12666,NA,NA,0,0.192976399,0,0.43726694,0,0,0,0,0,0.409996062,0.70128251,0,0.222374465,0.132273373,0,0.260520019,0
40920,Candida lactis-condensi,Candida,NRRL Y-1515, CBS 52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40921,Candida lessepsii,Candida,NRRL Y-27766 , CBS 9941 ,NA,NA,0.24846807,0.161327728,0,0.543746257,0.606798268,0.301968236,0,NA,0,0.521619659,0.520019609,0,0.117751762,0.311430143,0,0.219913868,0
40922,Candida lundiana,Candida,NA, CBS 12271 ,NA,NA,0.735129181,0,0.246767213,0.36467104,0,0.378835455,0.547090485,0.290921519,0,0.951653712,0.569094915,0,0.192160276,0.743506997,0,0.799073142,0
40923,Candida parazyma,Candida,NRRL Y-48669, CBS 11563 ,NA,NA,0,0,0,1.911187832,0.711503417,0.459717344,0,2.055658607,0,0.725030143,1.452783386,0,0.07466106,0.625112608,0,0.518168219,0
40924,Candida powellii,Candida,NA, CBS 8795,NA,NA,0,0.073796147,0,0.365762921,0.499656804,0.465372038,NA,0.190692436,0,0.952175822,0.409025317,0,NA,0.002573745,0,0.341125394,0
40925,Candida robnettiae,Candida,NA, CBS 8580,NA,NA,0.114491045,0.078783243,0,0.342249516,0,0.057034678,0,0.061794116,0,0.498884514,0.371848605,0,0.04529122,0.34516337,0,0.228709566,0
40927,Candida stigmatis,Candida,NA, CBS 11464 ,NA,NA,0,0,0,0.590686254,0,0,0,0,0,0,0.4710801,0,0.075557162,0,0,0.324189531,0
40928,Candida suthepensis,Candida,NA, CBS 12270 ,NA,NA,0,0,NA,0.492747423,0,0,0,0,0,1.229761821,0.738115993,0,0.009961652,NA,0,0.740140723,0
40930,Candida hsintzibuensis,Candida,NA, CBS 11427 ,NA,NA,0.267796253,0,0,0.592300277,0,0.164200759,0,0,0,0.518719203,1.041930456,0,0.06904129,0.410127079,0,0.425979322,NA
40931,Candida galis,Candida,NRRL Y-48037, CBS 8842 ,NA,NA,0,0,0,0.826220535,0,1.167019161,0,0,0,0,0.90271056,0,0.080267861,0.238143305,0,0.749431355,2.086620176
40932,Candida flosculorum,Candida,NRRL Y-48731, CBS 10566 ,NA,NA,0,0.13124662,0.112436985,0.901110012,0.189056796,0.135501701,0,0,0,0.335429431,0.691004044,NA,0.063160822,0.23422424,0.204529358,2.372057007,0
40933,Candida diddensiae,Candida,NRRL Y-7589, CBS 2214 ,NA,NA,0.638776366,0,0,0,0.83835433,0.46504482,0,0,0,0,0,0,0,0,0,1.274814285,0
40978,Candida humilis,Candida,NRRL Y-17074, CBS 5658,NA,NA,0,0,NA,0.285276692,0.733970915,0.123156777,0,0,0,0,0.282969965,0,NA,0.146714416,0,0,0
40984,Candida nonsorbophila,Candida,NRRL Y-48845, CBS 10886,NA,NA,0.180540554,0.291172101,0,0.616649812,0.531510896,0.255682763,0,0,0,0.469462975,0.700829125,0,0.045130908,0.415026705,0,0.423623932,0
41701,Candida jeffriesii,Candida,NRRL Y-27738, CBS 9898,NA,NA,0.717551383,0.117341794,0.090033979,0.243525119,0.732000457,0,0,0,0,0.766141541,0.381646187,0,0.134942223,0.466707554,0,0.652140695,0
41743,Candida hawaiiana,Candida,NRRL Y-27473, CBS 9146,NA,NA,0.183223298,0.16034562,0.100917103,0.709522318,0.514915494,0.360907799,0,0.252992555,0,0.500655617,0.319193327,0,0.023922424,0.372397291,0,0.280520816,0
41830,Candida silvatica,Candida,NRRL Y-7777, CBS 6277,NA,NA,0,0,0,1.041531461,0,1.27280027,0,0,0,0.374194038,1.199042624,0,0.289449091,0,0,0.444712859,0
41831,Candida sinolaborantium,Candida,NRRL Y-27765, CBS 9940,NA,NA,0.452413022,0.28304087,0,0.474378721,0.574672955,0.286516766,0.064626937,0.10449702,0.062447408,0.273227543,0.476586012,0,0.186177837,0.310671364,0,0.287252919,0
41832,Candida sophiae-reginae,Candida,NRRL Y-17668, CBS 8175,NA,NA,0,0.239438289,0,0.150576522,0.524701654,0.249021391,0,0,0,0.32686066,0.970892848,0,0.086390468,0.075706147,0,0.298586107,0
41833,Candida tammaniensis,Candida,NRRL Y-8257, CBS 8504,NA,NA,0.311988996,0.259204077,0,0.450272985,0.731013863,0.37804113,0,NA,0,0.419288446,0.370427041,0,0.094558562,0.561796717,0,0.354810299,0
41834,Candida taylori,Candida,NRRL Y-27213, CBS 8508,NA,NA,0.746053598,0.657300535,NA,0.813429204,0.60033702,0,0.490654419,0,0,0.69219399,0.629735691,0,0.346272829,0.508698422,0,0.35222804,0
41835,Candida temnochilae,Candida,NRRL Y-27763, CBS 9938,NA,NA,1.18927925,0.677958909,0,0,1.706038204,0,0.606595677,0,0,0.953228463,1.218843341,0,0.305409013,0.710658521,0,0.939191668,0
41836,Candida tenuis,Candida,NRRL Y-1498, CBS 615,NA,NA,0.248669309,0.169094284,0,0.286664526,0.699969133,0.456238323,0,0,0,0.641677032,0.352883374,NA,0.410628823,0.35758369,0,0.410030001,NA
41837,Candida tocantinensis,Candida,NRRL Y-48734, CBS 12177,NA,NA,0.375902828,0,0,0.269387533,0.347915337,0.318427277,0,0,0,0.436185299,0.43231231,0,0.267451039,0.222422422,0,0.58704753,0
41838,Candida tolerans,Candida,NRRL Y-48705, CBS 8613,U45731,NA,0,0.212071976,NA,0.584878684,0.138341736,0.797158796,0,0,0,1.111613341,0.414606151,0,0.022707854,0.266995876,0,0.389325236,0
41839,Candida torresii,Candida,NRRL Y-6699, CBS 5152,DQ404481,NA,0.253356174,0.177286544,0,0.45380705,0.197854871,0,0,0,0,0,0.284108003,0,0.096988036,0.167123756,0,0,0
41840,Candida wancherniae,Candida,NRRL Y-48709,NA,NA,NA,0.459866406,0,0,0.97018638,0,0,NA,NA,0,0,0.911134615,0,NA,0.24438745,0,0,0
